Date,prec,tmax,tmin,tmean,qt
5/10/1993,0,22.7188,15.645,17.9199,2.74
5/11/1993,50.074,21.6026,15.6736,18.1408,3.36
5/12/1993,10.0148,20.6848,15.8592,18.0177,3.19
5/13/1993,30.0444,19.5893,16.1752,17.7053,4.81
5/14/1993,30.0444,23.5805,14.932,18.061,7.69
5/15/1993,20.0296,22.3459,15.5159,18.4709,7.57
5/16/1993,8.1983,22.976,16.068,18.8184,4.67
5/17/1993,24.5949,21.9355,15.4799,17.9129,5.02
5/18/1993,24.5949,23.0609,15.1444,18.0957,4.55
5/19/1993,8.1983,22.0217,14.882,18.4005,4.64
5/20/1993,0,21.7517,14.0362,17.6695,5.13
5/21/1993,52.6383,21.4784,15.4721,18.0532,5.87
5/22/1993,34.5439,23.1917,14.7388,17.7684,5.88
5/23/1993,11.5146,20.8642,15.9814,17.7338,7.43
5/24/1993,11.5146,20.4572,15.809,17.7364,10.7
5/25/1993,46.0585,21.4758,15.8344,17.4856,13.6
5/26/1993,12.2953,19.8021,13.7,16.4413,9.99
5/27/1993,0,19.6831,15.5346,16.9368,11.9
5/28/1993,0,19.1044,15.7802,17.0872,12.2
5/29/1993,36.886,20.7003,15.4631,17.4813,11.3
5/30/1993,24.5906,21.5868,15.4937,17.5739,11.1
5/31/1993,0,22.0026,14.5612,17.481,9.61
6/1/1993,10.3611,22.9734,14.8157,18.2789,8.34
6/2/1993,5.1806,22.2462,16.7537,19.0498,7.58
6/3/1993,0,22.5653,15.8505,18.3125,6.81
6/4/1993,0,22.0854,15.8135,18.4765,6.11
6/5/1993,10.3611,23.145,14.8783,18.5455,5.14
6/6/1993,16.0524,22.5666,16.1399,18.754,5.06
6/7/1993,21.4031,22.8391,15.7291,18.6232,4.99
6/8/1993,0,21.7198,15.4581,18.1731,4.47
6/9/1993,5.3508,22.2576,15.3737,18.0384,4.26
6/10/1993,0,22.6414,15.7538,18.4966,4.26
6/11/1993,0,22.2175,15.9977,18.545,8.56
6/12/1993,24.5498,21.3034,15.7574,18.0749,4.06
6/13/1993,7.0142,22.5512,14.658,18.0373,3.79
6/14/1993,6.1374,21.7667,15.2952,17.9961,3.83
6/15/1993,12.2749,21.3777,15.6356,18.1569,4.34
6/16/1993,12.3723,21.6524,15.8854,18.0796,4.87
6/17/1993,6.1862,22.2861,15.6821,18.208,4.92
6/18/1993,14.1398,21.5498,15.7432,17.9537,7.49
6/19/1993,14.1398,21.1145,15.7734,18.0592,6.88
6/20/1993,12.3723,22.1457,15.4808,18.095,5.86
6/21/1993,12.2101,23.2254,15.4805,18.1887,5.88
6/22/1993,12.2101,19.5719,16.2202,17.7888,6.32
6/23/1993,18.3152,21.0386,15.4474,17.7962,6.7
6/24/1993,18.3152,19.7073,15.6308,17.1778,6.96
6/25/1993,18.3152,21.1322,14.3649,17.4782,7.96
6/26/1993,12.7887,21.768,15.2354,17.7759,8.83
6/27/1993,6.3944,22.7676,15.0678,17.723,8.04
6/28/1993,0,19.7005,15.3414,17.0939,8.44
6/29/1993,0,20.8761,14.1367,16.9453,7.65
6/30/1993,12.7887,22.0673,15.6115,18.0942,7.55
7/1/1993,15.4096,21.5768,15.4089,17.6835,7.55
7/2/1993,15.4096,18.0412,15.6448,16.8923,7.85
7/3/1993,15.4096,20.6729,14.2221,16.9607,7.92
7/4/1993,10.2731,20.8669,14.0704,16.9844,8.34
7/5/1993,5.1365,21.4719,14.746,17.447,8.61
7/6/1993,5.4897,21.739,13.997,17.307,9.07
7/7/1993,2.7448,20.4355,14.5952,17.1354,8.34
7/8/1993,10.9793,21.306,15.3347,17.5893,7.85
7/9/1993,10.9793,21.2602,15.3094,17.5732,7.46
7/10/1993,2.7448,17.6726,15.2801,16.4105,6.9
7/11/1993,0,21.7984,14.8509,17.4042,6.54
7/12/1993,7.8632,21.9286,15.5211,17.9271,6.6
7/13/1993,3.9316,20.7469,15.5852,17.8993,6.11
7/14/1993,10.3204,22.4506,15.408,18.0834,5.86
7/15/1993,10.3204,22.1931,14.1463,18.0731,5.61
7/16/1993,5.492,20.6514,14.9372,17.4073,5.52
7/17/1993,1.2086,19.6889,14.6364,16.939,5.22
7/18/1993,1.5374,22.2383,14.8777,17.8245,5.06
7/19/1993,0,23.3867,15.3484,18.5474,4.84
7/20/1993,0,22.7722,14.0613,17.7909,4.69
7/21/1993,6.2572,21.3081,13.8411,17.4614,4.59
7/22/1993,1.095,21.7871,14.3379,17.4993,4.55
7/23/1993,1.2514,22.5272,15.3998,17.9286,4.4
7/24/1993,5.4751,21.7024,15.4955,17.9422,4.52
7/25/1993,2.5029,21.0436,14.7341,17.4075,4.33
7/26/1993,7.5088,22.9257,14.3949,17.8231,4.3
7/27/1993,4.5237,20.9717,14.9337,17.4513,4.19
7/28/1993,4.7361,21.9148,14.9958,17.5682,4.22
7/29/1993,3.1057,22.1966,15.519,18.0738,4.06
7/30/1993,4.0185,21.801,16.1641,17.9934,3.99
7/31/1993,0,22.1919,15.7919,18.0513,3.86
8/1/1993,0,23.2475,12.8973,17.3005,3.73
8/2/1993,4.3503,21.8654,15.0838,17.9553,3.67
8/3/1993,0,22.9795,15.0087,18.4567,3.6
8/4/1993,10.4368,22.201,15.9664,18.8192,3.54
8/5/1993,12.1731,23.596,15.7379,18.7488,3.54
8/6/1993,4.3186,20.8881,15.8444,17.5576,4.05
8/7/1993,11.3363,22.3123,15.5059,18.0814,3.86
8/8/1993,11.3363,23.0099,15.1903,18.4144,3.48
8/9/1993,22.6726,22.3445,15.3133,17.9028,3.42
8/10/1993,15.115,17.933,15.4217,16.2039,6.5
8/11/1993,6.5656,20.7328,14.836,17.1087,5.63
8/12/1993,13.1313,22.6241,15.0695,18.1469,5.86
8/13/1993,19.6969,21.7276,15.0317,17.3912,6.08
8/14/1993,32.8282,19.8572,14.945,16.885,7.51
8/15/1993,19.6969,22.8853,15.1394,17.943,6.7
8/16/1993,32.5035,21.464,15.4182,18.3691,7.18
8/17/1993,10.8345,21.4275,14.6898,17.3359,10.9
8/18/1993,0,19.6442,14.3282,16.5961,15.7
8/19/1993,21.669,22.0536,14.0541,17.2269,16.9
8/20/1993,0,22.9812,14.9058,18.0977,12.4
8/21/1993,8.1547,23.0849,15.5127,18.8943,10
8/22/1993,12.232,23.054,15.244,18.4608,8.75
8/23/1993,20.3866,20.9625,15.1385,17.5691,10.1
8/24/1993,16.3093,21.1533,15.5799,17.5261,13
8/25/1993,4.0773,22.0682,13.1221,17.1101,11.2
8/26/1993,0,20.9513,14.3582,16.9537,11.2
8/27/1993,5.7225,21.5264,14.6024,17.4327,11.8
8/28/1993,5.7225,22.0042,14.2672,17.2802,11.2
8/29/1993,0,21.7192,14.6083,17.3446,9.96
8/30/1993,0,23.2177,15.5395,18.5054,9.1
8/31/1993,22.8902,22.5948,15.2904,17.8916,8.44
9/1/1993,35.0995,20.1612,14.8468,17.1777,8.14
9/2/1993,23.3997,22.3259,15.0474,17.6241,8.56
9/3/1993,11.6998,22.14,14.3302,17.4213,9.78
9/4/1993,11.6998,19.9698,14.5708,16.8699,12.1
9/5/1993,35.0995,19.6458,14.6621,16.4968,13.3
9/6/1993,17.0645,17.885,15.1544,16.2627,12.4
9/7/1993,8.5323,18.3255,13.5844,15.4502,11.3
9/8/1993,25.5968,20.1527,14.7082,17.0406,10.4
9/9/1993,8.5323,21.3913,13.6374,17.316,11.8
9/10/1993,8.5323,21.4705,13.9099,17.2353,10.7
9/11/1993,33.0428,21.5462,14.6355,17.1473,9.84
9/12/1993,33.0428,21.7649,15.1403,17.3374,10.3
9/13/1993,18.8816,19.619,14.7959,16.6961,10.8
9/14/1993,0,19.4815,14.178,16.2765,11
9/15/1993,33.0428,17.9883,15.093,16.1137,23.9
9/16/1993,16.7375,19.0758,14.8432,16.2662,30.2
9/17/1993,0,20.2312,13.4768,16.3574,26.1
9/18/1993,50.2126,21.2123,15.1626,17.434,21.7
9/19/1993,19.1286,22.1533,15.2614,17.6449,22
9/20/1993,57.3858,20.2985,14.2361,16.8746,23.3
9/21/1993,19.5126,21.92,13.9113,17.2379,22.7
9/22/1993,0,20.9197,14.8929,17.4969,20.1
9/23/1993,17.0735,21.5803,14.2192,17.1845,18.8
9/24/1993,0,21.6936,15.2988,17.9012,18.9
9/25/1993,8.5368,19.074,13.6745,16.5126,19.2
9/26/1993,6.8774,23.1632,13.9753,17.4429,20.9
9/27/1993,6.8774,20.7072,14.6852,17.2098,18.6
9/28/1993,6.8774,21.5429,15.0816,17.5836,18.1
9/29/1993,0,22.3237,13.0197,17.1473,16.5
9/30/1993,6.8774,20.4086,13.9336,16.7217,15.8
10/1/1993,0,20.2922,14.8627,16.5142,16.1
10/2/1993,28.602,21.4434,13.9194,17.281,15.8
10/3/1993,14.301,23.1049,14.7595,18.1276,14.2
10/4/1993,0,23.0165,14.287,17.9776,13.4
10/5/1993,28.602,21.8636,14.251,17.4358,12.4
10/6/1993,22.7876,23.5132,14.3877,18.0098,11.7
10/7/1993,22.7876,22.5671,14.9163,18.3181,11.1
10/8/1993,0,21.4572,15.2508,17.8801,10.7
10/9/1993,11.3938,21.8325,14.2166,17.5798,11.2
10/10/1993,11.3938,19.7121,15.012,16.8236,12.6
10/11/1993,0,22.2097,14.7718,17.4333,15.2
10/12/1993,37.4401,23.3201,14.6323,17.2235,15.8
10/13/1993,21.8401,21.4857,15.7674,17.8026,13
10/14/1993,0,22.6224,14.5079,17.3741,13.4
10/15/1993,12.48,21.3688,14.3701,17.4231,13.6
10/16/1993,36.829,22.6907,14.5636,17.9866,12.6
10/17/1993,16.5288,22.8095,14.6794,18.0506,11.9
10/18/1993,14.777,21.3427,15.8294,17.4133,11.6
10/19/1993,0,23.3437,12.4682,17.1331,11.1
10/20/1993,0,23.7589,12.0617,17.2825,10.3
10/21/1993,20.3419,22.5693,13.99,17.5143,9.84
10/22/1993,10.1709,21.8604,13.6071,17.222,10.6
10/23/1993,40.6838,21.1211,14.9954,17.3033,10.6
10/24/1993,10.1709,21.1984,14.5175,17.4346,10.3
10/25/1993,10.1709,20.5699,15.091,17.4559,10.7
10/26/1993,23.6952,20.9008,14.9949,17.4919,13.8
10/27/1993,23.6952,21.6842,15.1164,17.3939,14.7
10/28/1993,23.6952,22.9858,13.5708,17.4774,14.2
10/29/1993,0,22.1999,14.5839,18.0657,13
10/30/1993,0,21.9939,14.7238,17.6992,13.1
10/31/1993,0,22.9649,15.2476,17.9799,12.7
11/1/1993,26.4776,21.4873,14.0038,17.3153,11.7
11/2/1993,0,20.0801,14.1227,16.5382,11.1
11/3/1993,13.2388,20.8844,14.1918,17.0039,10.4
11/4/1993,0,22.5788,13.5668,17.6685,9.72
11/5/1993,0,22.4922,13.8358,17.316,9.28
11/6/1993,0,22.535,13.9518,17.354,9.07
11/7/1993,48.2964,21.4464,14.2743,17.6039,8.65
11/8/1993,0,22.7674,14.5508,17.8617,8.24
11/9/1993,0,21.6308,14.0657,17.3688,7.87
11/10/1993,0,22.8191,14.6406,17.5262,7.75
11/11/1993,7.9823,20.2286,15.0391,17.3279,7.72
11/12/1993,0,21.4839,14.4251,17.3019,7.69
11/13/1993,15.9647,22.7637,14.3046,17.8747,7.36
11/14/1993,7.9823,21.9434,13.136,17.1799,7.18
11/15/1993,0,21.9679,13.0381,16.7979,6.99
11/16/1993,0,22.1718,14.3547,17.3758,6.63
11/17/1993,0,20.9768,14.2337,16.9511,6.46
11/18/1993,0,21.104,13.5442,16.6997,6.2
11/19/1993,0,21.6133,13.9194,17.0062,6.11
11/20/1993,7.2755,21.4377,15.0484,17.6998,5.94
11/21/1993,57.0442,20.0059,15.8831,17.2799,6.38
11/22/1993,14.2611,20.8344,14.9648,17.2538,7.52
11/23/1993,0,21.169,14.6362,17.2846,8.35
11/24/1993,0,19.9942,13.1886,16.3232,6.99
11/25/1993,0,21.9907,14.2456,17.0135,6.28
11/26/1993,0,20.7127,14.9745,17.2905,6.28
11/27/1993,0,19.354,14.0275,16.6504,6.28
11/28/1993,0,20.7454,13.4473,16.7764,6.81
11/29/1993,0,22.3916,14.5255,17.3268,6.46
11/30/1993,0,21.0303,14.1745,16.575,6.2
12/1/1993,0,20.546,13.8219,16.8307,5.94
12/2/1993,0,20.4915,13.9772,16.847,5.78
12/3/1993,0,19.909,14.1278,16.5527,5.61
12/4/1993,0,19.805,14.5626,16.8034,5.45
12/5/1993,0,21.4625,13.9825,17.069,5.29
12/6/1993,0,22.7728,13.7674,17.3933,5.14
12/7/1993,0,22.1734,13.8977,16.8269,4.99
12/8/1993,0,22.6941,13.7692,17.0027,4.84
12/9/1993,0,22.1517,14.681,17.391,4.91
12/10/1993,33.717,20.8608,15.452,17.2864,9.86
12/11/1993,0,22.422,15.1464,18.2902,6.11
12/12/1993,26.3696,20.7555,13.8993,16.8828,5.75
12/13/1993,0,20.6569,13.6039,16.9184,5.29
12/14/1993,0,20.7487,13.7305,17.0599,5.45
12/15/1993,0,21.5451,14.2157,17.2441,5.14
12/16/1993,27.671,21.2301,14.1452,17.0431,5.14
12/17/1993,0,20.6863,14.6565,16.6501,4.84
12/18/1993,0,21.239,13.3816,16.4246,4.69
12/19/1993,0,20.2066,14.0018,16.3679,4.55
12/20/1993,0,21.5586,12.2816,16.2711,4.4
12/21/1993,0,23.192,11.3615,16.9007,4.4
12/22/1993,0,21.5317,12.9408,16.8279,4.26
12/23/1993,4.6015,22.573,13.2306,17.0956,4.13
12/24/1993,0,22.9493,12.9042,17.4025,4.13
12/25/1993,0,22.8405,12.4522,16.968,4.06
12/26/1993,0,21.6617,12.1748,16.4958,3.99
12/27/1993,0,21.6811,10.5743,15.9204,3.86
12/28/1993,0,21.5911,13.2783,16.6381,3.86
12/29/1993,0,22.6779,11.8746,16.3961,3.73
12/30/1993,0,21.1189,12.9831,16.3428,3.73
12/31/1993,0,22.5777,13.0198,16.9918,3.6
1/1/1994,14.8662,21.294,11.0667,16.1238,3.6
1/2/1994,0,21.4769,12.7765,16.787,3.54
1/3/1994,0,22.0014,12.101,16.4132,3.48
1/4/1994,0,22.487,13.1783,16.8446,3.48
1/5/1994,0,21.0122,12.2124,16.1393,3.36
1/6/1994,0,20.5208,14.2296,16.5106,3.79
1/7/1994,0,22.9453,12.1814,16.6605,3.54
1/8/1994,0,22.3118,11.9056,16.7492,3.36
1/9/1994,0,20.5117,12.2754,16.7378,3.24
1/10/1994,0,20.9073,12.4058,16.4091,3.19
1/11/1994,0,22.1507,12.3652,16.2142,3.15
1/12/1994,0,21.4163,12.2024,16.1978,3.11
1/13/1994,0,21.8,12.4907,16.2551,3.07
1/14/1994,0,22.7811,12.6139,17.1427,3.03
1/15/1994,0,22.2712,13.1026,16.8208,2.95
1/16/1994,18.6424,20.4235,13.2957,16.6197,2.92
1/17/1994,0,21.5291,11.724,16.5342,2.88
1/18/1994,9.3212,21.013,13.5199,16.8063,2.85
1/19/1994,0,21.1796,13.5973,16.327,2.81
1/20/1994,0,21.587,13.1278,16.5538,2.77
1/21/1994,0,22.8501,11.6199,16.2499,2.74
1/22/1994,0,21.5247,11.0823,16.1353,2.7
1/23/1994,0,22.4764,12.5422,16.4432,2.67
1/24/1994,0,22.394,11.081,16.3944,2.63
1/25/1994,0,22.6498,12.3075,16.6465,2.59
1/26/1994,0,22.7228,12.9091,17.209,2.56
1/27/1994,0,23.5895,13.7612,17.8618,2.52
1/28/1994,0,23.427,12.662,17.7262,2.49
1/29/1994,0,23.3235,11.5482,17.3808,2.46
1/30/1994,0,22.7252,10.7393,16.2083,2.42
1/31/1994,0,22.225,12.4411,16.7648,2.39
2/1/1994,0,22.6911,11.7102,16.7326,2.35
2/2/1994,0,21.4086,12.2937,16.3411,2.33
2/3/1994,0,22.39,12.25,16.6615,2.29
2/4/1994,0,22.2461,12.6259,17.1803,2.27
2/5/1994,0,23.1474,12.099,17.1168,2.25
2/6/1994,3.6387,21.795,13.3395,17.1416,2.24
2/7/1994,0,21.578,12.2243,16.9039,2.22
2/8/1994,0,22.8536,13.4733,17.7331,2.2
2/9/1994,0,22.3301,13.9466,17.2331,2.18
2/10/1994,0,23.0619,13.1174,17.6029,2.17
2/11/1994,0,23.2357,14.5125,18.1223,2.15
2/12/1994,0,23.0735,13.0818,17.8119,2.13
2/13/1994,0,22.0011,13.3294,17.3493,2.11
2/14/1994,0,22.3885,13.3737,17.0773,2.1
2/15/1994,0,22.5011,12.96,16.9396,2.08
2/16/1994,0,21.7157,12.321,16.6188,2.06
2/17/1994,0,21.5772,13.0848,16.8944,2.05
2/18/1994,0,21.3976,13.3123,17.1394,2.03
2/19/1994,0,23.2615,13.3893,17.6448,1.95
2/20/1994,0,24.2,14.1591,18.4247,1.95
2/21/1994,0,24.051,14.5563,18.6589,1.99
2/22/1994,0,23.0738,13.6201,18.2127,1.87
2/23/1994,0,23.4576,11.8639,17.6473,1.87
2/24/1994,0,23.5697,12.7042,17.4832,1.79
2/25/1994,0,23.6716,13.2184,18.2183,1.79
2/26/1994,0,23.1482,14.1135,18.2251,1.56
2/27/1994,0,19.6938,13.813,16.7543,1.56
2/28/1994,0,21.6112,12.7656,17.0797,1.71
3/1/1994,0,22.9929,14.006,18.0519,1.75
3/2/1994,0,23.5483,12.3435,18.0729,1.75
3/3/1994,0,23.5296,13.3057,17.9601,1.71
3/4/1994,5.9616,21.124,13.8425,17.1249,1.7
3/5/1994,0,22.9576,12.6015,17.3358,1.69
3/6/1994,0,23.4459,11.9217,17.654,1.67
3/7/1994,0,23.0926,14.2267,18.3612,1.67
3/8/1994,0,24.2372,11.848,17.9453,1.65
3/9/1994,0,24.7984,11.271,17.2411,1.64
3/10/1994,0,23.3216,12.6311,17.4753,1.63
3/11/1994,0,23.7584,12.6016,17.3948,1.62
3/12/1994,0,23.6315,11.9777,16.9966,1.61
3/13/1994,0,23.3365,10.9891,17.1186,1.6
3/14/1994,0,22.6574,12.071,17.1785,1.58
3/15/1994,0,23.7319,11.8845,17.3717,1.58
3/16/1994,0,23.9992,13.2361,18.0135,1.56
3/17/1994,0,23.0995,12.9277,18.0685,1.56
3/18/1994,0,23.9195,12.5748,17.9449,1.56
3/19/1994,0,22.9217,13.7548,18.3729,1.41
3/20/1994,0,24.0342,15.0916,18.804,1.55
3/21/1994,0,24.5672,15.1043,19.0772,1.65
3/22/1994,0,24.5229,12.9529,18.3384,1.68
3/23/1994,0,24.5635,12.6113,18.3706,1.56
3/24/1994,0,24.7464,14.6007,19.1598,1.55
3/25/1994,0,24.9403,14.0551,19.0183,1.54
3/26/1994,0,24.1426,12.8706,18.0511,1.53
3/27/1994,0,24.7429,14.386,18.7247,1.51
3/28/1994,0,24.7713,14.1576,19.1875,1.51
3/29/1994,9.4973,24.5682,14.3627,19.0861,1.49
3/30/1994,0,24.7007,14.2579,18.548,1.52
3/31/1994,28.4921,23.8574,13.7126,17.901,1.34
4/1/1994,2.255,23.1625,13.6357,18.1959,1.57
4/2/1994,2.255,23.4055,13.5131,17.9437,1.56
4/3/1994,0,24.905,12.7198,18.1308,1.47
4/4/1994,0,23.0036,12.8354,17.6072,1.42
4/5/1994,0,24.147,13.5934,18.5405,1.41
4/6/1994,0,24.4176,13.4531,18.7013,1.4
4/7/1994,0,25.0928,13.2714,18.9081,1.39
4/8/1994,0,24.309,13.4116,17.9878,1.38
4/9/1994,2.5307,24.6403,14.2962,18.2072,1.37
4/10/1994,2.5307,25.6444,13.4656,18.8115,1.36
4/11/1994,0,24.314,13.7833,18.7918,1.37
4/12/1994,5.8195,24.8522,13.3702,18.9708,1.36
4/13/1994,8.7292,24.3952,14.3516,18.9791,1.34
4/14/1994,0,23.8924,14.6815,18.4383,1.34
4/15/1994,0,25.5336,14.0559,18.5196,1.33
4/16/1994,0,25.8192,14.118,19.2909,1.31
4/17/1994,0,25.3401,14.5472,19.0464,1.29
4/18/1994,0,23.7465,14.7628,18.6834,1.29
4/19/1994,7.6779,23.3996,15.0278,18.5555,1.31
4/20/1994,0,24.5228,14.9562,18.6512,1.25
4/21/1994,2.6149,23.3256,14.734,18.2725,1.23
4/22/1994,6.5373,23.8079,15.3929,18.6397,1.17
4/23/1994,3.9224,22.9792,15.4506,18.4874,1.29
4/24/1994,5.2299,23.189,15.3909,18.8587,1.35
4/25/1994,3.9224,22.0223,15.7505,18.7068,1.24
4/26/1994,16.5736,23.6734,16.1081,19.2109,1.17
4/27/1994,16.5736,23.9857,15.2677,18.9696,1.17
4/28/1994,24.8604,22.529,15.903,18.6647,1.23
4/29/1994,16.5736,19.8951,16.0995,17.6541,1.36
4/30/1994,0,19.8656,15.4076,17.12,1.31
5/1/1994,23.4973,23.1741,14.5016,17.6711,1.26
5/2/1994,0,22.8907,14.5687,18.1832,1.23
5/3/1994,0,23.8244,14.7382,18.4662,1.17
5/4/1994,0,24.0188,15.0454,18.5956,1.23
5/5/1994,0,23.7298,15.193,18.7223,1.3
5/6/1994,0,22.1034,15.6327,18.1982,1.26
5/7/1994,6.7608,21.1879,15.9482,17.9097,1.17
5/8/1994,13.5215,21.9345,14.9735,17.6786,1.17
5/9/1994,6.7608,22.9292,15.4305,18.6179,1.17
5/10/1994,0,22.3905,15.3907,17.9813,1.14
5/11/1994,0,22.3314,15.251,18.214,1.11
5/12/1994,0,23.4051,15.4604,18.6448,1.15
5/13/1994,20.5786,22.7033,15.2856,18.1501,1.3
5/14/1994,10.2893,22.7302,15.3672,18.3567,1.41
5/15/1994,15.434,23.5191,15.62,18.4662,1.39
5/16/1994,10.9341,22.0275,15.1175,18.3345,1.49
5/17/1994,0,23.5288,15.186,19.0408,1.68
5/18/1994,10.9341,20.7679,14.1242,17.6812,2.11
5/19/1994,0,21.443,14.7115,17.5074,1.87
5/20/1994,0,21.8849,14.657,17.7729,1.49
5/21/1994,15.2906,21.335,15.6158,17.7109,1.36
5/22/1994,45.8717,21.5126,15.9816,17.8794,1.46
5/23/1994,15.2906,21.791,15.2512,17.806,2.45
5/24/1994,15.2906,20.6674,15.6494,17.5595,2.22
5/25/1994,15.2906,20.1821,15.7463,17.496,1.87
5/26/1994,0,21.1731,14.8345,17.4821,1.8
5/27/1994,0,22.5553,15.0796,18.3353,1.67
5/28/1994,20.4314,19.9695,16.1233,18.3571,1.56
5/29/1994,23.3502,21.3639,15.2281,18.0871,1.72
5/30/1994,30.6471,19.9877,15.1307,17.1012,1.87
5/31/1994,10.2157,20.7235,15.6409,17.5889,2.55
6/1/1994,6.1179,21.9936,14.4359,17.6006,3.12
6/2/1994,6.1179,21.7642,15.302,17.9438,2.07
6/3/1994,6.1179,21.5921,15.7733,18.3069,1.87
6/4/1994,18.3536,22.9358,15.691,18.3679,1.67
6/5/1994,6.1179,21.4,14.1354,17.2618,1.68
6/6/1994,11.3162,22.9427,14.5496,18.285,1.79
6/7/1994,0,24.0399,14.7517,18.69,1.6
6/8/1994,11.3162,19.8042,15.7748,17.9513,1.91
6/9/1994,11.3162,21.7618,15.2246,18.0002,2.29
6/10/1994,0,22.3838,15.1529,18.8383,1.75
6/11/1994,0,21.3384,15.6418,18.2091,1.6
6/12/1994,5.9243,21.7348,15.777,18.3528,1.64
6/13/1994,11.8486,21.501,15.1088,17.5794,1.9
6/14/1994,11.8486,23.318,15.6989,17.9565,2.67
6/15/1994,11.8486,20.9614,15.5752,17.7852,1.99
6/16/1994,0,22.8404,15.6139,18.1894,1.79
6/17/1994,24.4861,23.0418,15.5729,18.5567,1.9
6/18/1994,30.6076,21.404,16.1384,17.785,2.11
6/19/1994,6.1215,22.2026,14.7699,17.7449,2.1
6/20/1994,6.1215,21.7147,14.8841,17.4177,1.93
6/21/1994,17.4108,20.9639,14.9611,17.5159,1.95
6/22/1994,0,23.2498,14.6479,18.0027,1.84
6/23/1994,5.8036,22.4419,14.4273,17.9975,1.95
6/24/1994,11.6072,21.7634,14.9235,17.836,1.98
6/25/1994,5.8036,21.7554,13.9004,17.6313,1.91
6/26/1994,0,22.8968,14.2737,17.9107,1.95
6/27/1994,0,21.9461,14.6591,18.0384,2.19
6/28/1994,7.5763,21.1434,15.3183,18.0539,2.24
6/29/1994,15.1525,21.8078,15.381,18.2068,2.45
6/30/1994,7.5763,23.1308,14.7108,18.0192,2.64
7/1/1994,4.846,22.6594,14.9129,18.6147,2.38
7/2/1994,9.692,22.662,14.9522,18.18,2.2
7/3/1994,14.538,21.9621,15.0924,17.6304,2.07
7/4/1994,24.23,19.0684,14.3002,16.5281,2.1
7/5/1994,0,22.2362,13.6077,17.662,2.2
7/6/1994,0,22.1095,13.9746,17.5884,2.31
7/7/1994,13.0865,21.2849,14.7226,17.5528,2.57
7/8/1994,0,21.9104,15.0887,17.7816,2.72
7/9/1994,0,21.9069,14.7606,18.1899,2.52
7/10/1994,0,22.2085,15.7666,18.6553,2.2
7/11/1994,0,24.3747,16.0198,19.7595,2.2
7/12/1994,22.7802,21.4712,16.1033,18.8338,2.3
7/13/1994,11.3901,22.5714,15.5798,18.6058,2.2
7/14/1994,0,22.3997,16.14,18.8684,2.03
7/15/1994,0,24.1193,16.6721,19.5644,1.95
7/16/1994,9.8677,21.6223,16.3032,18.6666,1.99
7/17/1994,6.5785,19.7948,15.6881,17.1941,2.11
7/18/1994,0,21.7322,14.7263,17.4836,2.65
7/19/1994,3.2892,20.2885,13.929,17.0608,3.24
7/20/1994,6.5785,23.3717,14.7515,18.1238,2.47
7/21/1994,6.1613,22.1092,15.1273,18.1631,2.61
7/22/1994,9.242,20.6454,15.3639,17.811,3.12
7/23/1994,0,22.088,15.1572,18.2479,2.47
7/24/1994,3.0807,23.0972,15.9835,18.5311,2.38
7/25/1994,6.1613,21.2742,15.5434,18.2567,2.47
7/26/1994,3.1466,23.5459,16.2812,19.0309,2.29
7/27/1994,3.1466,22.2834,15.2953,18.382,2.16
7/28/1994,0,21.8736,15.2376,18.369,2.07
7/29/1994,9.4397,19.9833,15.8258,17.7525,2.03
7/30/1994,12.5863,20.4647,14.97,17.535,2.06
7/31/1994,0,21.5251,15.4029,18.0457,2.12
8/1/1994,0,23.0387,14.7743,17.7414,2.3
8/2/1994,0,21.2108,14.9943,17.839,2.87
8/3/1994,0,22.2148,14.4685,18.1374,2.72
8/4/1994,27.6593,22.6611,15.0963,18.1671,2.57
8/5/1994,15.8053,22.9591,15.7627,18.4902,2.43
8/6/1994,25.4919,20.8942,15.6882,17.6081,2.43
8/7/1994,19.1189,20.3809,15.1977,17.2698,4.1
8/8/1994,6.373,21.743,14.672,17.7124,8.3
8/9/1994,12.7459,20.8098,14.4686,17.4562,9.24
8/10/1994,6.373,20.8763,14.0487,17.0228,8.14
8/11/1994,0,22.8046,13.6716,17.8248,5.86
8/12/1994,18.8729,21.2877,13.8883,17.227,4.69
8/13/1994,9.4365,22.1098,13.7817,17.65,5.45
8/14/1994,9.4365,22.7877,14.3208,17.6701,6.46
8/15/1994,9.4365,22.4708,14.2833,17.8052,5.94
8/16/1994,9.706,23.2055,14.8385,18.2683,5.22
8/17/1994,0,21.2635,15.4421,18.0832,4.76
8/18/1994,9.706,23.003,15.1034,18.3643,4.33
8/19/1994,19.412,21.6531,14.3458,17.854,4.86
8/20/1994,0,22.4339,14.1257,17.7165,9.39
8/21/1994,6.3951,22.7014,15.2365,18.2052,10.3
8/22/1994,6.3951,22.3581,13.9874,17.5824,8.75
8/23/1994,19.1853,21.2462,15.384,17.9604,7.85
8/24/1994,6.3951,22.3038,15.299,18.0779,6.81
8/25/1994,12.7902,20.0524,15.1494,17.0935,6.11
8/26/1994,0,23.2241,13.5026,17.5226,5.53
8/27/1994,26.3691,22.6554,15.2994,18.3721,5.43
8/28/1994,0,22.607,15.0957,18.3874,5.69
8/29/1994,0,21.6441,15.3993,18.1771,6.57
8/30/1994,0,22.6632,14.4705,18.3689,6.46
8/31/1994,26.3691,21.9593,14.9727,17.4585,6.85
